wavelength,fix
200.049,0.21113887
200.265,0.211887512
200.481,0.212637502
200.697,0.213388844
200.913,0.214141544
201.129,0.214895607
201.345,0.215651038
201.56,0.216404334
201.776,0.217162509
201.992,0.217922066
202.208,0.21868301
202.424,0.219445346
202.639,0.220205539
202.855,0.220970666
203.071,0.221737197
203.287,0.222505138
203.502,0.223270927
203.718,0.224041693
203.934,0.224813881
204.15,0.225587495
204.365,0.226358948
204.581,0.22713542
204.797,0.227913329
205.012,0.228689069
205.228,0.229469858
205.444,0.230252097
205.659,0.231032157
205.875,0.231817298
206.091,0.232603898
206.306,0.233388309
206.522,0.234177832
206.737,0.234965159
206.953,0.235757617
207.168,0.236547872
207.384,0.237343277
207.6,0.238140165
207.815,0.238934838
208.031,0.239734691
208.246,0.24053232
208.462,0.24133515
208.677,0.242135748
208.893,0.242941564
209.108,0.24374514
209.323,0.244550205
209.539,0.245360518
209.754,0.246168576
209.97,0.246981899
210.185,0.247792959
210.401,0.248609302
210.616,0.249423372
210.831,0.250238946
211.047,0.251059831
211.262,0.251878427
211.477,0.252698533
211.693,0.253523977
211.908,0.254347115
212.123,0.25517177
212.339,0.256001786
212.554,0.256829482
212.769,0.257658698
212.985,0.258493302
213.2,0.259325568
213.415,0.260159358
213.63,0.260994672
213.846,0.261835408
214.061,0.262673782
214.276,0.263513684
214.491,0.264355115
214.706,0.265198076
214.922,0.266046498
215.137,0.266892528
215.352,0.26774009
215.567,0.268589184
215.782,0.269439812
215.997,0.270291974
216.212,0.271145669
216.428,0.272004881
216.643,0.272861654
216.858,0.273719962
217.073,0.274579805
217.288,0.275441185
217.503,0.2763041
217.718,0.277168551
217.933,0.278034539
218.148,0.278902062
218.363,0.279771121
218.578,0.280641715
218.793,0.281513845
219.008,0.282387511
219.223,0.283262711
219.438,0.284139446
219.653,0.285017714
219.868,0.285897516
220.083,0.286778852
220.298,0.287661719
220.512,0.288542002
220.727,0.289427925
220.942,0.290315379
221.157,0.291204362
221.372,0.292094873
221.587,0.292986912
221.802,0.293880478
222.016,0.294771403
222.231,0.295668012
222.446,0.296566145
222.661,0.297465799
222.876,0.298366975
223.09,0.299265468
223.305,0.300169675
223.52,0.301075398
223.735,0.301982637
223.949,0.30288716
224.164,0.303797418
224.379,0.304709187
224.594,0.305622466
224.808,0.306532993
225.023,0.307449277
225.238,0.308367066
225.452,0.309282077
225.667,0.31020286
225.882,0.311125141
226.096,0.312044619
226.311,0.312969883
226.525,0.313892326
226.74,0.314820565
226.955,0.315750292
227.169,0.31667717
227.384,0.317609858
227.598,0.318539678
227.813,0.319475319
228.027,0.320408073
228.242,0.321346655
228.456,0.322282333
228.671,0.323223847
228.885,0.324162438
229.1,0.325106874
229.314,0.326048367
229.529,0.326995713
229.743,0.327940098
229.958,0.328890343
230.172,0.329837608
230.386,0.330786305
230.601,0.331740874
230.815,0.332692433
231.03,0.333649871
231.244,0.33460428
231.458,0.335560105
231.673,0.336521821
231.887,0.337480477
232.101,0.33844054
232.316,0.339406503
232.53,0.340369377
232.744,0.341333647
232.958,0.342299311
233.173,0.343270887
233.387,0.344239334
233.601,0.345209163
233.815,0.346180372
234.03,0.347157503
234.244,0.348131465
234.458,0.349106795
234.672,0.350083489
234.886,0.351061543
235.101,0.352045533
235.315,0.353026301
235.529,0.354008418
235.743,0.35499188
235.957,0.355976682
236.171,0.356962819
236.385,0.357950289
236.599,0.358939086
236.814,0.359933837
237.028,0.360925284
237.242,0.361918045
237.456,0.362912117
237.67,0.363907496
237.884,0.364904176
238.098,0.365902153
238.312,0.366901423
238.526,0.367901982
238.74,0.368903824
238.954,0.369906945
239.168,0.37091134
239.382,0.371917005
239.596,0.372923935
239.81,0.373932126
240.024,0.374941571
240.237,0.375947542
240.451,0.376959478
240.665,0.377972654
240.879,0.378987067
241.093,0.38000271
241.307,0.381019579
241.521,0.382037668
241.734,0.383052207
241.948,0.384072717
242.162,0.385094432
242.376,0.386117347
242.59,0.387141456
242.803,0.388161961
243.017,0.389188439
243.231,0.390216095
243.445,0.391244925
243.658,0.392270107
243.872,0.393301262
244.086,0.394333574
244.3,0.395367038
244.513,0.39639681
244.727,0.397432554
244.941,0.398469433
245.154,0.399502588
245.368,0.400541715
245.582,0.401581959
245.795,0.402618446
246.009,0.403660903
246.222,0.404699581
246.436,0.405744227
246.65,0.406789962
246.863,0.407831886
247.077,0.408879775
247.29,0.409923831
247.504,0.410973851
247.717,0.412020015
247.931,0.413072141
248.144,0.41412039
248.358,0.415174598
248.571,0.416224907
248.785,0.417281173
248.998,0.418333517
249.212,0.419391816
249.425,0.420446171
249.639,0.421506476
249.852,0.422562817
250.065,0.423620139
250.279,0.424683406
250.492,0.425742676
250.706,0.426807887
250.919,0.427869078
251.132,0.428931219
251.346,0.429999295
251.559,0.431063319
251.772,0.432128272
251.986,0.433199154
252.199,0.434265951
252.412,0.435333658
252.625,0.436402268
252.839,0.437476798
253.052,0.438547199
253.265,0.439618483
253.478,0.440690643
253.692,0.441768713
253.905,0.44284261
254.118,0.443917363
254.331,0.444992965
254.544,0.44606941
254.758,0.44715175
254.971,0.448229862
255.184,0.449308797
255.397,0.450388546
255.61,0.451469102
255.823,0.45255046
256.036,0.453632611
256.249,0.454715549
256.462,0.455799266
256.676,0.456888849
256.889,0.457974108
257.102,0.459060125
257.315,0.460146893
257.528,0.461234405
257.741,0.462322653
257.954,0.463411631
258.167,0.464501331
258.38,0.465591746
258.593,0.466682869
258.806,0.467774692
259.019,0.468867208
259.231,0.469955275
259.444,0.471049152
259.657,0.472143699
259.87,0.47323891
260.083,0.474334777
260.296,0.475431292
260.509,0.476528449
260.722,0.477626239
260.935,0.478724655
261.147,0.479818528
261.36,0.480918171
261.573,0.482018417
261.786,0.48311926
261.999,0.48422069
262.211,0.485317526
262.424,0.486420107
262.637,0.487523254
262.85,0.488626958
263.062,0.489726027
263.275,0.490830821
263.488,0.49193615
263.7,0.493036812
263.913,0.494143184
264.126,0.495250067
264.338,0.496352254
264.551,0.497460134
264.764,0.498568502
264.976,0.499672143
265.189,0.500781461
265.402,0.501891244
265.614,0.502996269
265.827,0.504106954
266.039,0.505212863
266.252,0.506324419
266.465,0.5074364
266.677,0.508543575
266.89,0.50965638
267.102,0.510764359
267.315,0.511877956
267.527,0.512986707
267.74,0.514101063
267.952,0.515210555
268.165,0.51632564
268.377,0.517435839
268.589,0.518546381
268.802,0.519662496
269.014,0.520773698
269.227,0.521890461
269.439,0.523002291
269.651,0.524114422
269.864,0.525232094
270.076,0.526344805
270.289,0.527463043
270.501,0.528576302
270.713,0.529689821
270.926,0.530808847
271.138,0.531922864
271.35,0.533037118
271.562,0.534151601
271.775,0.535271562
271.987,0.536386477
272.199,0.537501597
272.411,0.538616912
272.624,0.539737676
272.836,0.540853359
273.048,0.541969213
273.26,0.543085229
273.472,0.5442014
273.685,0.545322984
273.897,0.54643944
274.109,0.547556027
274.321,0.548672734
274.533,0.549789556
274.745,0.550906482
274.957,0.552023505
275.17,0.553145886
275.382,0.554263079
275.594,0.555380343
275.806,0.556497671
276.018,0.557615054
276.23,0.558732485
276.442,0.559849954
276.654,0.560967453
276.866,0.562084974
277.078,0.563202509
277.29,0.56432005
277.502,0.565437587
277.714,0.566555114
277.926,0.56767262
278.138,0.568790099
278.35,0.569907541
278.562,0.571024938
278.773,0.572137012
278.985,0.573254295
279.197,0.574371508
279.409,0.575488643
279.621,0.576605691
279.833,0.577722644
280.045,0.578839494
280.256,0.579950964
280.468,0.581067583
280.68,0.582184072
280.892,0.583300425
281.104,0.584416632
281.315,0.585527422
281.527,0.586643314
281.739,0.587759035
281.951,0.588874578
282.162,0.589984672
282.374,0.591099832
282.586,0.592214788
282.797,0.593324274
283.009,0.594438797
283.221,0.595553091
283.432,0.596661892
283.644,0.597775703
283.856,0.59888926
284.067,0.599997302
284.279,0.601110325
284.49,0.60221782
284.702,0.603330276
284.914,0.604442436
285.125,0.605549046
285.337,0.606660588
285.548,0.607766568
285.76,0.60887746
285.971,0.609982775
286.183,0.611092983
286.394,0.612197601
286.606,0.613307091
286.817,0.614410978
287.029,0.615519717
287.24,0.61662284
287.452,0.617730794
287.663,0.61883312
287.874,0.619935035
288.086,0.621041751
288.297,0.622142819
288.509,0.623248668
288.72,0.624348855
288.931,0.625448591
289.143,0.626553076
289.354,0.627651882
289.565,0.628750212
289.777,0.629853259
289.988,0.630950609
290.199,0.632047457
290.411,0.633148991
290.622,0.634244811
290.833,0.635340104
291.044,0.636434864
291.256,0.637534266
291.467,0.63862793
291.678,0.639721036
291.889,0.640813575
292.1,0.641905539
292.312,0.643002091
292.523,0.644092878
292.734,0.645183065
292.945,0.646272644
293.156,0.647361608
293.367,0.648449948
293.578,0.649537655
293.789,0.650624723
294.001,0.651716289
294.212,0.652802049
294.423,0.653887144
294.634,0.654971566
294.845,0.656055308
295.056,0.657138361
295.267,0.658220717
295.478,0.659302368
295.689,0.660383306
295.9,0.661463523
296.111,0.662543011
296.322,0.663621762
296.533,0.664699768
296.744,0.665777021
296.954,0.666848412
297.165,0.667924138
297.376,0.668999088
297.587,0.670073252
297.798,0.671146623
298.009,0.672219194
298.22,0.673290955
298.431,0.6743619
298.641,0.675426951
298.852,0.676496242
299.063,0.677564694
299.274,0.678632297
299.485,0.679699044
299.695,0.680759877
299.906,0.681824892
300.117,0.682889028
300.328,0.683952276
300.538,0.685009596
300.749,0.686071051
300.96,0.687131594
301.171,0.688191219
301.381,0.689244902
301.592,0.690302671
301.803,0.691359498
302.013,0.692410374
302.224,0.693465299
302.434,0.694514266
302.645,0.695567258
302.856,0.69661927
303.066,0.697665316
303.277,0.698715349
303.487,0.69975941
303.698,0.700807435
303.908,0.701849482
304.119,0.702895467
304.33,0.703940419
304.54,0.704979386
304.751,0.706022253
304.961,0.70705913
305.171,0.708094954
305.382,0.709134642
305.592,0.710168331
305.803,0.71120586
306.013,0.712237387
306.224,0.713272727
306.434,0.71430206
306.644,0.715330289
306.855,0.716362293
307.065,0.717388285
307.276,0.718418028
307.486,0.719441753
307.696,0.720464338
307.907,0.721490635
308.117,0.72251091
308.327,0.723530023
308.537,0.724547965
308.748,0.72556957
308.958,0.726585146
309.168,0.72759953
309.379,0.728617538
309.589,0.729629513
309.799,0.730640276
310.009,0.731649819
310.219,0.732658136
310.43,0.733670011
310.64,0.734675848
310.85,0.735680437
311.06,0.736683772
311.27,0.737685845
311.48,0.73868665
311.69,0.73968618
311.901,0.740689179
312.111,0.741686132
312.321,0.742681789
312.531,0.743676144
312.741,0.744669189
312.951,0.745660919
313.161,0.746651325
313.371,0.747640402
313.581,0.748628143
313.791,0.74961454
314.001,0.750599588
314.211,0.75158328
314.421,0.752565609
314.631,0.753546568
314.841,0.754526151
315.051,0.755504351
315.261,0.756481162
315.47,0.757451936
315.68,0.758425955
315.89,0.759398566
316.1,0.760369761
316.31,0.761339535
316.52,0.76230788
316.73,0.763274791
316.939,0.764235667
317.149,0.765199697
317.359,0.766162273
317.569,0.767123388
317.779,0.768083038
317.988,0.769036656
318.198,0.769993361
318.408,0.770948581
318.618,0.77190231
318.827,0.77285001
319.037,0.773800745
319.247,0.77474997
319.456,0.77569317
319.666,0.776639365
319.876,0.777584031
320.085,0.778522676
320.295,0.779464276
320.505,0.780404329
320.714,0.781338365
320.924,0.782275315
321.133,0.783206251
321.343,0.784140075
321.553,0.785072323
321.762,0.785998561
321.972,0.786927647
322.181,0.787850727
322.391,0.788776628
322.6,0.789696527
322.81,0.79061922
323.019,0.791535915
323.229,0.792455377
323.438,0.793368844
323.648,0.794285053
323.857,0.795195271
324.066,0.79610386
324.276,0.79701515
324.485,0.797920457
324.695,0.798828437
324.904,0.799730439
325.113,0.800630784
325.323,0.801533763
325.532,0.802430771
325.741,0.803326107
325.951,0.804224036
326.16,0.805116002
326.369,0.806006279
326.579,0.80689911
326.788,0.807785986
326.997,0.808671157
327.206,0.809554619
327.416,0.810440582
327.625,0.811320601
327.834,0.812198895
328.043,0.81307546
328.252,0.813950289
328.462,0.814827551
328.671,0.815698887
328.88,0.816568472
329.089,0.817436302
329.298,0.818302373
329.507,0.819166678
329.716,0.820029213
329.926,0.820894088
330.135,0.821753061
330.344,0.822610249
330.553,0.823465648
330.762,0.824319253
330.971,0.82517106
331.18,0.826021063
331.389,0.826869259
331.598,0.827715641
331.807,0.828560207
332.016,0.82940295
332.225,0.830243867
332.434,0.831082953
332.643,0.831920204
332.852,0.832755614
333.06,0.833585196
333.269,0.834416922
333.478,0.835246794
333.687,0.836074809
333.896,0.836900962
334.105,0.837725248
334.314,0.838547663
334.523,0.839368204
334.731,0.840182952
334.94,0.840999739
335.149,0.841814638
335.358,0.842627645
335.567,0.843438756
335.775,0.8442441
335.984,0.845051415
336.193,0.845856823
336.402,0.846660318
336.61,0.847458065
336.819,0.848257733
337.028,0.849055476
337.236,0.849847488
337.445,0.85064138
337.654,0.851433335
337.862,0.852219576
338.071,0.853007657
338.279,0.853790035
338.488,0.854574227
338.697,0.855356464
338.905,0.856133013
339.114,0.856911339
339.322,0.857683988
339.531,0.858458387
339.739,0.859227121
339.948,0.859997579
340.157,0.860766057
340.365,0.861528888
340.574,0.862293403
340.782,0.863052284
340.99,0.86380919
341.199,0.864567741
341.407,0.865320677
341.616,0.866075232
341.824,0.866824184
342.033,0.86757473
342.241,0.868319685
342.449,0.869062641
342.658,0.869807154
342.866,0.870546094
343.074,0.871283027
343.283,0.872021477
343.491,0.872754375
343.699,0.873485255
343.908,0.874217615
344.116,0.874944443
344.324,0.875669244
344.532,0.876392016
344.741,0.877116217
344.949,0.877834913
345.157,0.878551571
345.365,0.879266188
345.574,0.879982183
345.782,0.880692702
345.99,0.881401171
346.198,0.882107588
346.406,0.882811952
346.614,0.883514258
346.823,0.884217867
347.031,0.884916041
347.239,0.885612151
347.447,0.886306194
347.655,0.886998166
347.863,0.887688066
348.071,0.888375892
348.279,0.88906164
348.487,0.889745308
348.695,0.890426895
348.903,0.891106396
349.111,0.891783811
349.319,0.892459137
349.527,0.893132372
349.735,0.893803513
349.943,0.894472558
350.151,0.895139505
350.359,0.895804352
350.567,0.896467096
350.775,0.897127736
350.983,0.897786269
351.19,0.898439543
351.398,0.899093867
351.606,0.899746078
351.814,0.900396175
352.022,0.901044155
352.23,0.901690017
352.437,0.902330668
352.645,0.902972298
352.853,0.903611803
353.061,0.904249182
353.269,0.904884433
353.476,0.905514516
353.684,0.906145517
353.892,0.906774385
354.099,0.90739811
354.307,0.908022718
354.515,0.908645187
354.722,0.90926254
354.93,0.909880739
355.138,0.910496796
355.345,0.911107762
355.553,0.91171954
355.761,0.91232917
355.968,0.912933736
356.176,0.913539079
356.383,0.914139375
356.591,0.914740424
356.799,0.915339318
357.006,0.915933194
357.214,0.916527788
357.421,0.91711738
357.629,0.917707667
357.836,0.918292972
358.044,0.918878948
358.251,0.919459959
358.458,0.920038828
358.666,0.920618334
358.873,0.921192904
359.081,0.921768088
359.288,0.922338355
359.496,0.922909213
359.703,0.923475172
359.91,0.924038981
360.118,0.924603348
360.325,0.925162845
360.532,0.92572019
360.74,0.926278058
360.947,0.926831085
361.154,0.927381957
361.362,0.927933319
361.569,0.928479869
361.776,0.929024262
361.983,0.929566497
362.191,0.930109179
362.398,0.930647087
362.605,0.931182836
362.812,0.931716425
363.019,0.932247853
363.227,0.932779672
363.434,0.933306768
363.641,0.933831702
363.848,0.934354473
364.055,0.934875082
364.262,0.935393528
364.469,0.93590981
364.676,0.936423929
364.883,0.936935883
365.091,0.937448131
365.298,0.937955746
365.505,0.938461196
365.712,0.938964481
365.919,0.939465601
366.126,0.939964556
366.333,0.940461345
366.54,0.940955969
366.747,0.941448427
366.954,0.941938719
367.16,0.942424493
367.367,0.942910465
367.574,0.94339427
367.781,0.94387591
367.988,0.944355385
368.195,0.944832694
368.402,0.945307837
368.609,0.945780815
368.816,0.946251629
369.022,0.946718018
369.229,0.947184512
369.436,0.947648842
369.643,0.948111008
369.85,0.948571009
370.056,0.949026641
370.263,0.949482326
370.47,0.949935849
370.677,0.950387209
370.883,0.950834242
371.09,0.951281289
371.297,0.951726175
371.503,0.952166766
371.71,0.952607341
371.917,0.953045757
372.123,0.953479911
372.33,0.953914019
372.537,0.954345969
372.743,0.954773691
372.95,0.955201337
373.156,0.955624777
373.363,0.956048123
373.57,0.956469313
373.776,0.956886331
373.983,0.957303225
374.189,0.957715969
374.396,0.958128569
374.602,0.958537041
374.809,0.958945351
375.015,0.959349555
375.222,0.959753578
375.428,0.960153518
375.634,0.960551332
375.841,0.960948937
376.047,0.961342492
376.254,0.961735819
376.46,0.96212512
376.666,0.962512299
376.873,0.962899223
377.079,0.963282154
377.286,0.963664811
377.492,0.964043498
377.698,0.96442007
377.904,0.964794527
378.111,0.965168674
378.317,0.965538897
378.523,0.965907009
378.73,0.966274783
378.936,0.966638668
379.142,0.967000446
379.348,0.967360118
379.554,0.967717687
379.761,0.968074873
379.967,0.968428227
380.173,0.968779481
380.379,0.969128637
380.585,0.969475696
380.791,0.969820658
380.997,0.970163527
381.204,0.970505952
381.41,0.970844627
381.616,0.971181211
381.822,0.971515708
382.028,0.971848118
382.234,0.972178443
382.44,0.972506685
382.646,0.972832845
382.852,0.973156924
383.058,0.973478926
383.264,0.97379885
383.47,0.974116699
383.676,0.974432476
383.882,0.97474618
384.088,0.975057815
384.294,0.975367381
384.5,0.975674881
384.705,0.975978839
384.911,0.976282222
385.117,0.976583545
385.323,0.976882808
385.529,0.977180014
385.735,0.977475166
385.941,0.977768264
386.146,0.978057903
386.352,0.97834691
386.558,0.97863387
386.764,0.978918785
386.969,0.979200288
387.175,0.979481128
387.381,0.979759929
387.587,0.980036693
387.792,0.980310093
387.998,0.980582799
388.204,0.980853473
388.409,0.98112082
388.615,0.98138745
388.821,0.981652054
389.026,0.981913367
389.232,0.98217394
389.438,0.982432495
389.643,0.982687793
389.849,0.982942329
390.054,0.983193633
390.26,0.983444158
390.465,0.983691476
390.671,0.983938001
390.876,0.984181342
391.082,0.984423875
391.287,0.984663248
391.493,0.9849018
391.698,0.985137215
391.904,0.985371794
392.109,0.985603261
392.315,0.985833877
392.52,0.986061405
392.726,0.986288068
392.931,0.986511668
393.136,0.986733312
393.342,0.986954069
393.547,0.987171798
393.752,0.98738758
393.958,0.987602454
394.163,0.987814336
394.368,0.988024279
394.574,0.988233292
394.779,0.988439351
394.984,0.988643477
395.19,0.988846655
395.395,0.989046913
395.6,0.989245247
395.805,0.989441658
396.01,0.98963615
396.216,0.98982966
396.421,0.990020311
396.626,0.990209051
396.831,0.990395882
397.036,0.990580806
397.241,0.990763828
397.447,0.990945828
397.652,0.991125043
397.857,0.991302362
398.062,0.991477789
398.267,0.991651328
398.472,0.991822979
398.677,0.991992748
398.882,0.992160635
399.087,0.992326645
399.292,0.99249078
399.497,0.992653043
399.702,0.992813437
399.907,0.992971965
400.112,0.993128629
400.317,0.993283434
400.522,0.993436381
400.727,0.993587474
400.932,0.993736715
401.137,0.993884108
401.341,0.994028951
401.546,0.994172665
401.751,0.994314541
401.956,0.99445458
402.161,0.994592786
402.366,0.994729162
402.57,0.99486306
402.775,0.994995794
402.98,0.995126707
403.185,0.995255803
403.39,0.995383084
403.594,0.995507946
403.799,0.995631617
404.004,0.995753482
404.208,0.995872964
404.413,0.995991237
404.618,0.996107715
404.822,0.996221845
405.027,0.99633475
405.232,0.996445869
405.436,0.996554676
405.641,0.996662242
405.846,0.996768031
406.05,0.996871544
406.255,0.996973799
406.459,0.997073801
406.664,0.997172535
406.868,0.997269041
407.073,0.997364267
407.277,0.997457288
407.482,0.997549019
407.686,0.997638569
407.891,0.997726819
408.095,0.997812911
408.3,0.997897693
408.504,0.99798034
408.709,0.998061667
408.913,0.998140884
409.118,0.99821877
409.322,0.998294569
409.526,0.998368668
409.731,0.998441421
409.935,0.998512123
410.139,0.998581136
410.344,0.998648788
410.548,0.998714423
410.752,0.998778379
410.957,0.998840961
411.161,0.99890156
411.365,0.998960491
411.569,0.999017757
411.774,0.999073628
411.978,0.999127565
412.182,0.999179846
412.386,0.999230476
412.59,0.999279457
412.795,0.999327022
412.999,0.99937271
413.203,0.99941676
413.407,0.999459176
413.611,0.999499961
413.815,0.999539119
414.019,0.999576653
414.223,0.999612567
414.427,0.999646865
414.632,0.999679705
414.836,0.999710772
415.04,0.999740234
415.244,0.999768092
415.448,0.999794352
415.652,0.999819017
415.856,0.99984209
416.06,0.999863575
416.264,0.999883476
416.467,0.99990171
416.671,0.99991846
416.875,0.999933636
417.079,0.999947242
417.283,0.999959282
417.487,0.999969759
417.691,0.999978676
417.895,0.999986038
418.099,0.999991848
418.302,0.999996092
418.506,0.999998817
418.71,1
418.914,0.999999646
419.118,0.999997758
419.321,0.99999436
419.525,0.999989423
419.729,0.999982963
419.933,0.999974984
420.136,0.999965539
420.34,0.99995454
420.544,0.999942033
420.747,0.999928094
420.951,0.999912588
421.155,0.999895586
421.358,0.999877185
421.562,0.999857207
421.766,0.999835743
421.969,0.999812912
422.173,0.999788495
422.376,0.999762733
422.58,0.999735376
422.783,0.999706697
422.987,0.999676416
423.19,0.999644834
423.394,0.999611644
423.597,0.999577175
423.801,0.99954109
424.004,0.999503748
424.208,0.999464784
424.411,0.999424584
424.615,0.999382755
424.818,0.999339712
425.022,0.999295034
425.225,0.999249162
425.428,0.999201885
425.632,0.999152963
425.835,0.99910288
426.038,0.999051403
426.242,0.998998272
426.445,0.998944011
426.648,0.998888367
426.852,0.998831059
427.055,0.998772654
427.258,0.998712877
427.461,0.998651732
427.665,0.998588911
427.868,0.998525034
428.071,0.9984598
428.274,0.998393213
428.477,0.998325277
428.681,0.99825565
428.884,0.998185019
429.087,0.99811305
429.29,0.998039746
429.493,0.997965111
429.696,0.99788915
429.899,0.997811864
430.102,0.99773326
430.306,0.997652942
430.509,0.997571702
430.712,0.997489154
430.915,0.997405301
431.118,0.997320147
431.321,0.997233696
431.524,0.997145951
431.727,0.997056916
431.93,0.996966595
432.133,0.996874992
432.336,0.99678211
432.538,0.996688419
432.741,0.996592997
432.944,0.996496307
433.147,0.996398354
433.35,0.99629914
433.553,0.996198669
